1
100 10000 10000
14 77 788 213
55 76 748 253
9 35 284 717
87 86 798 203
5 95 977 24
58 2 463 538
17 87 849 152
25 89 868 133
46 31 920 81
94 32 933 68
14 77 127 874
96 26 448 553
10 83 600 401
31 8 381 620
23 45 782 219
90 46 903 98
28 58 515 486
74 94 174 827
28 58 622 379
13 59 87 914
26 21 550 451
54 68 173 828
69 98 808 193
73 66 647 354
81 65 553 448
1 53 424 577
60 88 864 137
45 17 39 962
4 13 548 453
25 89 892 109
66 90 646 355
39 30 69 932
40 91 225 776
48 49 895 106
25 89 926 75
7 18 499 502
82 56 806 195
80 41 764 237
21 19 31 970
45 17 664 337
30 28 698 303
29 15 829 172
6 72 440 561
46 31 913 88
52 36 775 226
47 69 353 648
32 11 230 771
42 100 203 798
42 100 611 390
15 71 105 896
98 40 525 476
18 60 73 928
22 50 519 482
88 38 94 907
2 6 891 110
51 10 857 144
62 5 341 660
77 67 423 578
13 59 521 480
82 56 210 791
91 57 5 996
42 100 274 727
53 27 860 141
54 68 879 122
61 74 896 105
48 49 120 881
25 89 386 615
27 79 786 215
26 21 987 14
1 53 638 363
72 63 640 361
52 36 425 576
82 56 451 550
99 33 842 159
56 52 81 920
26 21 843 158
95 82 884 117
62 5 298 703
25 89 293 708
91 57 727 274
66 90 679 322
87 86 742 259
70 34 500 501
49 37 669 332
72 63 402 599
95 82 234 767
33 85 49 952
10 83 658 343
21 19 125 876
35 92 558 443
16 14 159 842
52 36 64 937
87 86 615 386
32 11 968 33
28 58 555 446
66 90 484 517
67 55 943 58
37 12 85 916
22 50 370 631
71 9 377 624
20 64 42 959
32 11 97 904
43 93 352 649
32 11 140 861
8 23 889 112
34 97 625 376
41 99 422 579
5 95 517 484
63 48 956 45
76 47 763 238
47 69 603 398
89 78 424 577
81 65 887 114
39 30 650 351
20 64 827 174
20 64 579 422
98 40 250 751
92 24 404 597
43 93 533 468
80 41 236 765
64 62 888 113
99 33 467 534
40 91 343 658
56 52 468 533
68 75 114 887
69 98 901 100
73 66 809 192
3 61 784 217
66 90 245 756
30 28 21 980
46 31 741 260
23 45 877 124
21 19 670 331
10 83 556 445
56 52 264 737
71 9 418 583
40 91 984 17
30 28 604 397
96 26 913 88
21 19 655 346
61 74 979 22
81 65 573 428
49 37 660 341
74 94 376 625
30 28 674 327
28 58 396 605
10 83 22 979
89 78 324 677
1 53 824 177
62 5 96 905
89 78 403 598
66 90 249 752
51 10 349 652
78 44 813 188
80 41 51 950
94 32 595 406
33 85 910 91
27 79 437 564
62 5 471 530
6 72 221 780
88 38 967 34
84 51 883 118
7 18 415 586
61 74 739 262
46 31 422 579
64 62 74 927
70 34 880 121
47 69 107 894
86 42 555 446
73 66 645 356
17 87 704 297
28 58 324 677
81 65 212 789
69 98 622 379
61 74 210 791
32 11 546 455
75 22 727 274
74 94 956 45
56 52 759 242
51 10 504 497
38 70 993 8
5 95 457 544
33 85 71 930
42 100 104 897
54 68 149 852
72 63 973 28
39 30 152 849
26 21 561 440
77 67 451 550
5 95 95 906
52 36 128 873
36 96 304 697
96 26 661 340
38 70 580 421
72 63 501 500
1 53 700 301
44 73 647 354
20 64 397 604
45 17 309 692
67 55 776 225
66 90 552 449
90 46 782 219
77 67 181 820
7 18 195 806
20 64 701 300
60 88 525 476
34 97 433 568
22 50 237 764
98 40 530 471
73 66 264 737
19 39 470 531
53 27 219 782
38 70 304 697
74 94 199 802
40 91 904 97
1 53 370 631
28 58 334 667
46 31 341 660
68 75 2 999
38 70 76 925
55 76 150 851
29 15 676 325
97 81 682 319
5 95 598 403
83 29 42 959
52 36 567 434
97 81 23 978
11 80 405 596
40 91 652 349
9 35 899 102
14 77 896 105
85 43 7 994
26 21 53 948
22 50 932 69
2 6 983 18
85 43 729 272
31 8 154 847
73 66 470 531
35 92 181 820
59 54 339 662
6 72 406 595
73 66 926 75
50 16 5 996
87 86 627 374
8 23 746 255
61 74 781 220
96 26 982 19
7 18 638 363
76 47 665 336
24 7 859 142
20 64 339 662
95 82 355 646
37 12 249 752
86 42 153 848
95 82 52 949
86 42 809 192
85 43 422 579
97 81 504 497
78 44 325 676
38 70 770 231
61 74 138 863
43 93 123 878
54 68 119 882
1 53 986 15
87 86 160 841
56 52 502 499
38 70 825 176
40 91 795 206
80 41 776 225
86 42 607 394
98 40 432 569
48 49 418 583
43 93 488 513
80 41 172 829
46 31 222 779
73 66 229 772
84 51 740 261
41 99 62 939
24 7 526 475
75 22 359 642
43 93 772 229
98 40 4 997
77 67 47 954
55 76 404 597
20 64 593 408
46 31 900 101
10 83 782 219
23 45 390 611
56 52 715 286
41 99 958 43
47 69 795 206
10 83 184 817
55 76 575 426
71 9 231 770
67 55 408 593
2 6 404 597
75 22 195 806
42 100 712 289
77 67 576 425
21 19 654 347
54 68 457 544
76 47 825 176
50 16 284 717
78 44 726 275
94 32 488 513
77 67 933 68
62 5 510 491
1 53 160 841
44 73 520 481
97 81 106 895
86 42 874 127
13 59 971 30
36 96 667 334
22 50 361 640
4 13 192 809
10 83 470 531
68 75 524 477
22 50 911 90
88 38 591 410
95 82 863 138
52 36 75 926
95 82 731 270
4 13 651 350
82 56 854 147
4 13 61 940
13 59 102 899
74 94 826 175
34 97 703 298
76 47 937 64
29 15 957 44
79 4 980 21
83 29 175 826
7 18 670 331
1 53 542 459
8 23 922 79
81 65 928 73
78 44 105 896
83 29 278 723
66 90 458 543
49 37 838 163
78 44 502 499
29 15 54 947
86 42 386 615
7 18 639 362
50 16 850 151
84 51 837 164
99 33 275 726
70 34 654 347
63 48 183 818
37 12 879 122
47 69 771 230
8 23 143 858
70 34 741 260
96 26 652 349
40 91 764 237
21 19 718 283
89 78 256 745
83 29 504 497
28 58 366 635
85 43 616 385
88 38 942 59
70 34 983 18
66 90 639 362
68 75 714 287
95 82 160 841
95 82 58 943
30 28 410 591
33 85 670 331
7 18 362 639
41 99 250 751
1 53 437 564
8 23 631 370
78 44 755 246
79 4 369 632
58 2 663 338
19 39 265 736
8 23 638 363
91 57 623 378
6 72 124 877
48 49 198 803
42 100 988 13
52 36 916 85
55 76 256 745
95 82 506 495
39 30 700 301
68 75 133 868
37 12 919 82
29 15 280 721
90 46 454 547
39 30 669 332
60 88 95 906
90 46 663 338
10 83 631 370
5 95 364 637
3 61 712 289
78 44 740 261
14 77 376 625
29 15 416 585
34 97 184 817
74 94 935 66
89 78 436 565
96 26 345 656
13 59 805 196
41 99 347 654
82 56 602 399
99 33 241 760
16 14 98 903
43 93 29 972
13 59 692 309
11 80 974 27
14 77 653 348
17 87 294 707
55 76 166 835
19 39 86 915
24 7 556 445
1 53 93 908
32 11 212 789
35 92 192 809
81 65 471 530
68 75 286 715
14 77 110 891
9 35 631 370
62 5 372 629
5 95 997 4
80 41 891 110
47 69 42 959
62 5 658 343
38 70 911 90
96 26 687 314
45 17 579 422
21 19 208 793
15 71 316 685
81 65 251 750
10 83 669 332
8 23 373 628
43 93 289 712
72 63 59 942
3 61 523 478
88 38 799 202
82 56 520 481
96 26 890 111
80 41 252 749
97 81 677 324
85 43 364 637
64 62 469 532
88 38 677 324
84 51 181 820
49 37 775 226
67 55 882 119
30 28 570 431
45 17 229 772
19 39 154 847
99 33 148 853
21 19 22 979
1 53 717 284
52 36 59 942
52 36 171 830
34 97 570 431
25 89 172 829
88 38 972 29
75 22 415 586
12 3 641 360
88 38 416 585
31 8 828 173
54 68 38 963
80 41 652 349
90 46 292 709
38 70 704 297
8 23 929 72
10 83 883 118
58 2 5 996
95 82 591 410
22 50 86 915
20 64 764 237
60 88 898 103
44 73 49 952
97 81 465 536
46 31 956 45
94 32 537 464
25 89 438 563
57 20 101 900
77 67 915 86
2 6 643 358
38 70 281 720
90 46 956 45
31 8 447 554
67 55 889 112
80 41 503 498
23 45 825 176
5 95 129 872
74 94 223 778
37 12 443 558
26 21 329 672
36 96 741 260
23 45 153 848
44 73 557 444
30 28 950 51
10 83 198 803
54 68 724 277
67 55 390 611
37 12 303 698
63 48 366 635
98 40 655 346
53 27 1000 1
64 62 236 765
77 67 301 700
96 26 416 585
62 5 227 774
71 9 92 909
14 77 669 332
40 91 645 356
23 45 622 379
51 10 8 993
2 6 560 441
2 6 366 635
74 94 902 99
99 33 657 344
53 27 613 388
31 8 986 15
32 11 339 662
48 49 48 953
50 16 12 989
93 84 914 87
42 100 804 197
4 13 484 517
66 90 707 294
38 70 812 189
46 31 265 736
18 60 635 366
87 86 614 387
21 19 979 22
7 18 500 501
96 26 106 895
97 81 963 38
54 68 56 945
54 68 984 17
49 37 405 596
70 34 355 646
77 67 796 205
64 62 971 30
66 90 580 421
19 39 371 630
16 14 560 441
59 54 822 179
18 60 672 329
84 51 665 336
61 74 330 671
59 54 239 762
97 81 329 672
76 47 375 626
4 13 985 16
54 68 145 856
12 3 420 581
32 11 859 142
50 16 582 419
87 86 941 60
38 70 31 970
63 48 474 527
37 12 939 62
60 88 281 720
56 52 267 734
16 14 804 197
29 15 124 877
97 81 648 353
82 56 484 517
82 56 976 25
70 34 968 33
7 18 13 988
64 62 889 112
34 97 775 226
13 59 279 722
2 6 649 352
20 64 43 958
87 86 81 920
20 64 640 361
81 65 517 484
87 86 58 943
41 99 297 704
1 53 631 370
62 5 307 694
24 7 406 595
14 77 225 776
74 94 190 811
51 10 37 964
67 55 546 455
64 62 204 797
20 64 134 867
84 51 957 44
66 90 698 303
92 24 921 80
10 83 944 57
31 8 13 988
7 18 204 797
32 11 368 633
80 41 365 636
5 95 25 976
13 59 645 356
74 94 183 818
9 35 366 635
3 61 644 357
42 100 688 313
29 15 96 905
50 16 280 721
8 23 926 75
66 90 452 549
27 79 623 378
99 33 310 691
41 99 212 789
34 97 685 316
18 60 98 903
13 59 283 718
34 97 695 306
59 54 425 576
96 26 123 878
42 100 368 633
70 34 169 832
11 80 387 614
17 87 53 948
1 53 500 501
39 30 855 146
12 3 252 749
35 92 462 539
70 34 43 958
56 52 872 129
48 49 830 171
68 75 146 855
39 30 877 124
20 64 930 71
42 100 457 544
59 54 501 500
20 64 373 628
8 23 39 962
75 22 77 924
43 93 433 568
34 97 649 352
94 32 963 38
99 33 77 924
15 71 334 667
1 53 665 336
69 98 597 404
95 82 367 634
6 72 624 377
45 17 199 802
71 9 862 139
2 6 676 325
73 66 105 896
14 77 666 335
56 52 950 51
62 5 797 204
55 76 197 804
56 52 597 404
15 71 69 932
9 35 701 300
84 51 250 751
15 71 251 750
21 19 106 895
61 74 650 351
45 17 820 181
95 82 632 369
62 5 731 270
32 11 620 381
32 11 995 6
21 19 624 377
97 81 851 150
55 76 84 917
40 91 94 907
11 80 554 447
89 78 259 742
11 80 332 669
51 10 848 153
45 17 112 889
68 75 607 394
68 75 473 528
38 70 544 457
43 93 673 328
71 9 888 113
86 42 288 713
30 28 615 386
39 30 970 31
95 82 832 169
67 55 182 819
96 26 227 774
82 56 334 667
21 19 848 153
59 54 76 925
50 16 446 555
25 89 410 591
28 58 286 715
3 61 814 187
29 15 999 2
78 44 243 758
8 23 77 924
79 4 165 836
91 57 893 108
87 86 451 550
42 100 963 38
67 55 248 753
93 84 849 152
70 34 864 137
6 72 300 701
2 6 198 803
83 29 109 892
69 98 914 87
17 87 992 9
82 56 635 366
18 60 19 982
45 17 790 211
71 9 886 115
26 21 71 930
44 73 396 605
82 56 184 817
73 66 767 234
23 45 528 473
75 22 165 836
45 17 937 64
39 30 87 914
66 90 259 742
95 82 725 276
50 16 996 5
47 69 837 164
22 50 474 527
1 53 3 998
95 82 165 836
80 41 414 587
7 18 442 559
29 15 579 422
12 3 67 934
64 62 309 692
29 15 446 555
75 22 542 459
96 26 869 132
70 34 593 408
10 83 501 500
28 58 880 121
42 100 572 429
39 30 455 546
89 78 736 265
11 80 413 588
91 57 219 782
92 24 711 290
71 9 86 915
42 100 494 507
49 37 657 344
95 82 258 743
77 67 71 930
12 3 62 939
99 33 154 847
98 40 264 737
59 54 586 415
2 6 531 470
84 51 581 420
44 73 525 476
99 33 374 627
10 83 314 687
32 11 96 905
5 95 981 20
6 72 81 920
97 81 78 923
46 31 202 799
63 48 139 862
47 69 76 925
43 93 577 424
63 48 960 41
55 76 236 765
11 80 598 403
46 31 304 697
86 42 797 204
51 10 233 768
24 7 959 42
56 52 583 418
65 25 485 516
10 83 543 458
9 35 789 212
79 4 637 364
44 73 490 511
47 69 160 841
72 63 67 934
10 83 85 916
46 31 723 278
18 60 765 236
99 33 104 897
62 5 528 473
65 25 746 255
28 58 160 841
47 69 447 554
99 33 662 339
64 62 420 581
17 87 128 873
81 65 38 963
34 97 476 525
99 33 582 419
67 55 869 132
7 18 520 481
82 56 692 309
67 55 297 704
48 49 576 425
30 28 44 957
74 94 391 610
42 100 8 993
57 20 444 557
83 29 344 657
32 11 810 191
53 27 933 68
69 98 227 774
30 28 62 939
43 93 634 367
8 23 391 610
49 37 893 108
54 68 985 16
39 30 798 203
39 30 89 912
88 38 262 739
67 55 27 974
53 27 210 791
80 41 287 714
74 94 94 907
14 77 991 10
49 37 598 403
89 78 517 484
38 70 355 646
62 5 728 273
56 52 41 960
57 20 889 112
36 96 449 552
48 49 593 408
79 4 195 806
56 52 93 908
24 7 490 511
92 24 962 39
57 20 46 955
78 44 325 676
86 42 812 189
24 7 536 465
85 43 558 443
71 9 457 544
96 26 813 188
17 87 398 603
74 94 135 866
64 62 300 701
7 18 156 845
41 99 437 564
83 29 494 507
35 92 623 378
31 8 835 166
82 56 470 531
90 46 526 475
62 5 680 321
67 55 364 637
57 20 991 10
64 62 558 443
28 58 801 200
44 73 702 299
59 54 205 796
91 57 960 41
16 14 685 316
32 11 666 335
72 63 614 387
90 46 173 828
94 32 276 725
78 44 894 107
34 97 547 454
16 14 171 830
47 69 668 333
51 10 98 903
97 81 307 694
12 3 128 873
57 20 732 269
46 31 334 667
19 39 736 265
39 30 303 698
8 23 636 365
35 92 874 127
41 99 902 99
26 21 958 43
3 61 777 224
36 96 523 478
19 39 28 973
83 29 572 429
26 21 802 199
73 66 566 435
39 30 743 258
30 28 576 425
19 39 680 321
81 65 844 157
40 91 745 256
94 32 161 840
71 9 878 123
14 77 130 871
1 53 11 990
23 45 571 430
71 9 558 443
42 100 332 669
8 23 436 565
59 54 86 915
11 80 949 52
14 77 625 376
37 12 288 713
21 19 72 929
38 70 491 510
17 87 181 820
51 10 49 952
1 53 894 107
93 84 855 146
14 77 538 463
83 29 600 401
47 69 821 180
64 62 850 151
61 74 663 338
34 97 838 163
78 44 241 760
98 40 721 280
92 24 206 795
3 61 245 756
34 97 18 983
75 22 716 285
40 91 423 578
81 65 301 700
35 92 134 867
25 89 705 296
23 45 629 372
82 56 596 405
56 52 972 29
35 92 555 446
12 3 166 835
23 45 639 362
53 27 191 810
41 99 299 702
73 66 204 797
68 75 383 618
74 94 782 219
86 42 952 49
7 18 805 196
66 90 556 445
15 71 630 371
94 32 28 973
75 22 139 862
44 73 770 231
15 71 960 41
47 69 187 814
64 62 306 695
8 23 873 128
24 7 119 882
69 98 684 317
12 3 259 742
31 8 521 480
40 91 964 37
71 9 910 91
92 24 768 233
78 44 932 69
22 50 277 724
85 43 858 143
5 95 123 878
92 24 171 830
30 28 182 819
20 64 368 633
9 35 256 745
40 91 189 812
33 85 766 235
69 98 554 447
87 86 336 665
25 89 689 312
47 69 72 929
55 76 921 80
43 93 791 210
6 72 307 694
25 89 897 104
27 79 623 378
1 53 676 325
53 27 245 756
36 96 549 452
79 4 715 286
68 75 919 82
63 48 63 938
66 90 496 505
66 90 827 174
47 69 867 134
45 17 668 333
57 20 346 655
52 36 682 319
69 98 662 339
50 16 918 83
87 86 100 901
61 74 79 922
71 9 922 79
95 82 917 84
99 33 685 316
38 70 462 539
31 8 658 343
99 33 997 4
43 93 199 802
41 99 98 903
94 32 281 720
45 17 27 974
1 53 237 764
93 84 481 520
42 100 188 813
71 9 805 196
80 41 14 987
92 24 659 342
16 14 436 565
27 79 281 720
5 95 589 412
73 66 522 479
81 65 521 480
77 67 514 487
60 88 100 901
96 26 751 250
80 41 751 250
67 55 461 540
57 20 305 696
42 100 229 772
96 26 947 54
58 2 748 253
79 4 243 758
59 54 57 944
53 27 954 47
40 91 392 609
28 58 725 276
85 43 325 676
10 83 458 543
75 22 463 538
15 71 663 338
44 73 824 177
22 50 541 460
83 29 433 568
62 5 347 654
17 87 982 19
23 45 666 335
2 6 924 77
11 80 749 252
20 64 23 978
12 3 341 660
68 75 460 541
12 3 133 868
74 94 44 957
52 36 786 215
40 91 205 796
96 26 323 678
89 78 69 932
26 21 595 406
5 95 454 547
88 38 546 455
24 7 684 317
59 54 98 903
34 97 128 873
39 30 464 537
37 12 314 687
67 55 901 100
95 82 319 682
4 13 479 522
4 13 746 255
50 16 544 457
43 93 523 478
1 53 585 416
91 57 421 580
63 48 92 909
33 85 391 610
55 76 884 117
54 68 429 572
95 82 81 920
25 89 332 669
18 60 696 305
94 32 503 498
53 27 106 895
25 89 950 51
58 2 363 638
78 44 144 857
90 46 538 463
87 86 863 138
97 81 545 456
44 73 924 77
65 25 96 905
89 78 741 260
56 52 744 257
34 97 912 89
1 53 925 76
9 35 870 131
71 9 873 128
48 49 279 722
37 12 293 708
24 7 191 810
44 73 1000 1
88 38 122 879
42 100 831 170
37 12 204 797
86 42 601 400
97 81 155 846
97 81 482 519
68 75 25 976
43 93 561 440
34 97 516 485
49 37 935 66
71 9 270 731
75 22 183 818
85 43 318 683
52 36 823 178
13 59 1 1000
55 76 36 965
25 89 715 286
5 95 40 961
62 5 228 773
5 95 5 996
8 23 42 959
62 5 30 971
75 22 374 627
66 90 266 735
97 81 67 934
60 88 555 446
48 49 22 979
27 79 972 29
20 64 74 927
84 51 434 567
31 8 647 354
10 83 969 32
39 30 769 232
87 86 103 898
84 51 916 85
92 24 234 767
27 79 428 573
56 52 816 185
8 23 8 993
12 3 724 277
19 39 409 592
23 45 630 371
99 33 376 625
44 73 26 975
40 91 9 992
97 81 639 362
6 72 271 730
31 8 138 863
53 27 965 36
28 58 122 879
80 41 240 761
58 2 388 613
56 52 891 110
61 74 228 773
69 98 773 228
47 69 632 369
13 59 299 702
45 17 298 703
30 28 96 905
45 17 692 309
54 68 113 888
42 100 743 258
28 58 761 240
49 37 943 58
19 39 600 401
52 36 138 863
83 29 85 916
45 17 371 630
3 61 364 637
12 3 898 103
50 16 308 693
87 86 150 851
8 23 27 974
41 99 892 109
58 2 838 163
67 55 442 559
36 96 764 237
83 29 859 142
42 100 768 233
1 53 161 840
31 8 308 693
4 13 28 973
18 60 47 954
51 10 194 807
21 19 389 612
33 85 812 189
46 31 140 861
98 40 934 67
18 60 415 586
2 6 810 191
89 78 615 386
57 20 294 707
24 7 977 24
76 47 945 56
24 7 779 222
69 98 61 940
24 7 975 26
15 71 690 311
40 91 63 938
8 23 512 489
36 96 443 558
86 42 286 715
12 3 271 730
92 24 252 749
13 59 940 61
5 95 247 754
51 10 597 404
93 84 595 406
79 4 855 146
93 84 208 793
44 73 886 115
45 17 448 553
9 35 682 319
48 49 555 446
9 35 204 797
13 59 900 101
88 38 691 310
12 3 689 312
17 87 908 93
63 48 379 622
30 28 739 262
36 96 440 561
39 30 53 948
16 14 502 499
13 59 478 523
85 43 692 309
7 18 134 867
34 97 720 281
4 13 941 60
3 61 825 176
59 54 171 830
90 46 458 543
77 67 776 225
49 37 988 13
98 40 368 633
7 18 941 60
40 91 531 470
27 79 115 886
66 90 916 85
22 50 277 724
24 7 900 101
21 19 441 560
17 87 234 767
59 54 113 888
93 84 308 693
7 18 35 966
7 18 319 682
48 49 957 44
77 67 651 350
20 64 355 646
36 96 925 76
68 75 443 558
60 88 370 631
7 18 306 695
9 35 948 53
50 16 866 135
88 38 217 784
45 17 137 864
19 39 576 425
31 8 653 348
22 50 714 287
37 12 9 992
44 73 246 755
82 56 958 43
43 93 829 172
19 39 604 397
80 41 191 810
6 72 508 493
28 58 944 57
43 93 946 55
4 13 977 24
37 12 855 146
66 90 621 380
78 44 759 242
99 33 243 758
51 10 417 584
94 32 667 334
9 35 101 900
76 47 826 175
32 11 305 696
41 99 39 962
23 45 390 611
4 13 86 915
41 99 19 982
53 27 865 136
64 62 306 695
21 19 942 59
92 24 467 534
20 64 789 212
21 19 266 735
63 48 212 789
6 72 205 796
86 42 241 760
53 27 629 372
54 68 868 133
36 96 264 737
73 66 840 161
45 17 817 184
70 34 650 351
57 20 168 833
98 40 132 869
23 45 355 646
77 67 200 801
24 7 45 956
54 68 466 535
17 87 688 313
56 52 72 929
72 63 958 43
39 30 643 358
14 77 477 524
77 67 727 274
26 21 120 881
47 69 784 217
11 80 361 640
25 89 874 127
62 5 640 361
91 57 782 219
69 98 838 163
58 2 103 898
20 64 930 71
96 26 201 800
21 19 209 792
82 56 240 761
32 11 689 312
87 86 104 897
63 48 91 910
19 39 10 991
23 45 943 58
57 20 692 309
96 26 980 21
25 89 868 133
15 71 121 880
84 51 529 472
12 3 786 215
17 87 751 250
9 35 920 81
77 67 639 362
75 22 931 70
66 90 852 149
66 90 63 938
42 100 566 435
43 93 792 209
85 43 72 929
16 14 488 513
41 99 717 284
61 74 341 660
39 30 36 965
91 57 184 817
67 55 860 141
64 62 773 228
42 100 965 36
41 99 994 7
87 86 506 495
11 80 338 663
22 50 778 223
29 15 225 776
41 99 625 376
79 4 753 248
87 86 536 465
18 60 887 114
72 63 889 112
44 73 323 678
63 48 393 608
10 83 952 49
8 23 944 57
3 61 232 769
63 48 460 541
57 20 290 711
68 75 664 337
69 98 259 742
67 55 849 152
55 76 579 422
89 78 178 823
10 83 340 661
48 49 304 697
26 21 93 908
40 91 241 760
78 44 955 46
95 82 102 899
67 55 53 948
66 90 41 960
79 4 898 103
3 61 877 124
76 47 391 610
50 16 135 866
27 79 224 777
20 64 941 60
2 6 715 286
77 67 37 964
32 11 507 494
97 81 787 214
71 9 518 483
18 60 555 446
40 91 543 458
63 48 883 118
46 31 974 27
27 79 924 77
54 68 767 234
50 16 867 134
23 45 448 553
90 46 65 936
99 33 321 680
43 93 709 292
11 80 26 975
31 8 319 682
86 42 379 622
17 87 80 921
71 9 226 775
46 31 872 129
77 67 495 506
16 14 830 171
66 90 723 278
19 39 926 75
4 13 834 167
17 87 316 685
98 40 308 693
61 74 479 522
65 25 105 896
85 43 971 30
48 49 740 261
10 83 175 826
50 16 783 218
63 48 802 199
2 6 257 744
37 12 800 201
60 88 572 429
13 59 31 970
94 32 609 392
24 7 168 833
21 19 882 119
18 60 108 893
77 67 109 892
16 14 16 985
59 54 771 230
1 53 720 281
34 97 953 48
87 86 93 908
82 56 379 622
10 83 372 629
14 77 388 613
5 95 832 169
69 98 102 899
8 23 791 210
65 25 231 770
79 4 673 328
98 40 701 300
13 59 408 593
56 52 412 589
61 74 772 229
98 40 489 512
76 47 662 339
39 30 625 376
83 29 125 876
76 47 536 465
6 72 706 295
28 58 197 804
6 72 299 702
3 61 66 935
6 72 505 496
70 34 68 933
27 79 3 998
97 81 678 323
61 74 848 153
88 38 646 355
65 25 892 109
72 63 46 955
40 91 372 629
60 88 680 321
67 55 579 422
25 89 161 840
19 39 851 150
48 49 55 946
70 34 859 142
56 52 507 494
70 34 715 286
32 11 737 264
13 59 972 29
76 47 956 45
69 98 479 522
15 71 518 483
69 98 841 160
39 30 289 712
46 31 419 582
99 33 652 349
95 82 620 381
77 67 310 691
22 50 511 490
20 64 822 179
35 92 555 446
8 23 555 446
70 34 784 217
16 14 276 725
44 73 460 541
6 72 439 562
82 56 168 833
41 99 366 635
48 49 320 681
10 83 334 667
75 22 259 742
23 45 203 798
12 3 670 331
41 99 876 125
82 56 910 91
87 86 235 766
8 23 927 74
24 7 451 550
7 18 657 344
43 93 369 632
24 7 132 869
51 10 627 374
14 77 436 565
79 4 731 270
75 22 522 479
94 32 807 194
55 76 22 979
40 91 876 125
56 52 153 848
4 13 747 254
42 100 944 57
12 3 475 526
95 82 135 866
10 83 105 896
46 31 81 920
11 80 910 91
74 94 529 472
44 73 713 288
7 18 285 716
45 17 882 119
58 2 965 36
74 94 187 814
24 7 10 991
74 94 712 289
47 69 308 693
86 42 369 632
21 19 668 333
84 51 72 929
54 68 110 891
41 99 728 273
75 22 479 522
84 51 629 372
14 77 182 819
36 96 540 461
52 36 306 695
37 12 646 355
17 87 367 634
9 35 225 776
95 82 483 518
51 10 444 557
51 10 336 665
19 39 486 515
96 26 268 733
42 100 1000 1
51 10 383 618
5 95 260 741
85 43 289 712
95 82 777 224
68 75 663 338
75 22 958 43
61 74 147 854
56 52 215 786
45 17 212 789
82 56 799 202
87 86 541 460
90 46 687 314
68 75 204 797
90 46 132 869
68 75 648 353
55 76 814 187
10 83 916 85
97 81 317 684
77 67 240 761
9 35 871 130
75 22 209 792
92 24 1000 1
36 96 166 835
40 91 938 63
28 58 501 500
16 14 560 441
39 30 820 181
70 34 169 832
9 35 427 574
41 99 230 771
23 45 733 268
83 29 188 813
25 89 870 131
66 90 310 691
93 84 623 378
21 19 31 970
66 90 831 170
80 41 343 658
28 58 484 517
92 24 961 40
31 8 855 146
17 87 87 914
88 38 887 114
15 71 694 307
62 5 207 794
16 14 93 908
37 12 698 303
96 26 173 828
1 53 871 130
18 60 519 482
85 43 900 101
66 90 53 948
87 86 309 692
54 68 916 85
60 88 853 148
75 22 892 109
94 32 702 299
79 4 880 121
30 28 966 35
43 93 847 154
26 21 833 168
76 47 440 561
82 56 70 931
39 30 328 673
3 61 531 470
1 53 638 363
75 22 716 285
51 10 319 682
10 83 681 320
67 55 874 127
21 19 847 154
40 91 934 67
84 51 676 325
23 45 896 105
75 22 530 471
27 79 840 161
13 59 439 562
96 26 794 207
10 83 967 34
36 96 703 298
28 58 11 990
51 10 733 268
93 84 369 632
34 97 589 412
69 98 217 784
63 48 564 437
29 15 616 385
24 7 503 498
5 95 469 532
86 42 832 169
39 30 815 186
43 93 964 37
23 45 571 430
38 70 724 277
86 42 335 666
36 96 797 204
48 49 650 351
32 11 14 987
38 70 397 604
32 11 843 158
96 26 25 976
49 37 697 304
11 80 883 118
65 25 43 958
34 97 475 526
90 46 864 137
19 39 445 556
1 53 571 430
45 17 764 237
31 8 420 581
25 89 614 387
57 20 153 848
96 26 836 165
75 22 415 586
17 87 532 469
38 70 688 313
48 49 16 985
90 46 256 745
54 68 525 476
38 70 127 874
54 68 49 952
5 95 187 814
2 6 776 225
30 28 651 350
89 78 570 431
44 73 603 398
58 2 788 213
64 62 940 61
21 19 447 554
31 8 185 816
54 68 998 3
8 23 586 415
88 38 860 141
27 79 947 54
97 81 234 767
93 84 409 592
78 44 731 270
68 75 848 153
62 5 994 7
67 55 843 158
98 40 874 127
91 57 162 839
21 19 441 560
81 65 552 449
59 54 754 247
77 67 827 174
63 48 907 94
51 10 170 831
70 34 948 53
4 13 304 697
91 57 917 84
43 93 241 760
81 65 699 302
25 89 251 750
6 72 549 452
6 72 437 564
86 42 619 382
68 75 591 410
41 99 904 97
35 92 15 986
43 93 943 58
15 71 45 956
81 65 877 124
5 95 880 121
8 23 872 129
17 87 300 701
50 16 958 43
78 44 800 201
63 48 371 630
75 22 6 995
38 70 909 92
90 46 162 839
89 78 509 492
39 30 293 708
93 84 85 916
24 7 660 341
85 43 951 50
2 6 98 903
41 99 668 333
34 97 214 787
49 37 172 829
32 11 207 794
86 42 235 766
70 34 922 79
20 64 935 66
42 100 107 894
96 26 74 927
92 24 843 158
83 29 640 361
7 18 961 40
94 32 794 207
47 69 304 697
85 43 726 275
57 20 254 747
90 46 88 913
99 33 95 906
67 55 25 976
73 66 770 231
9 35 593 408
20 64 6 995
32 11 539 462
39 30 311 690
86 42 111 890
83 29 56 945
48 49 988 13
78 44 372 629
64 62 669 332
5 95 741 260
82 56 42 959
36 96 679 322
13 59 387 614
60 88 88 913
70 34 776 225
32 11 127 874
